,syntax_penn_tok2,syntax_penn_lem2,lexical_tok2,lexical_lem2,condition_info
575,0.8529262060180824,0.8529262060180824,0.553608921161446,0.5586889934916066,dyad_0576-cond1.txt
576,0.7858177129061229,0.7858177129061229,0.3050332065251108,0.3468683027367787,dyad_0577-cond1.txt
577,0.7444166573577307,0.7444166573577307,0.1879748070260043,0.21808181119342757,dyad_0578-cond1.txt
578,0.7747766977952061,0.7747766977952061,0.26383158496196696,0.2893080296309085,dyad_0579-cond1.txt
579,0.852887492361568,0.852887492361568,0.26323731797064537,0.29035139087530143,dyad_0580-cond1.txt
580,0.7945444736043071,0.7945444736043071,0.43139054030631585,0.5157746824206798,dyad_0581-cond1.txt
581,0.9032408307271618,0.9032408307271618,0.4341130012499078,0.46331293622835873,dyad_0582-cond1.txt
582,0.7647860423110534,0.7647860423110534,0.2625079198728377,0.3465885031378287,dyad_0583-cond1.txt
583,0.8749613268990718,0.8749613268990718,0.38631558015425976,0.4557175198464664,dyad_0584-cond1.txt
584,0.8434259142517062,0.8434259142517062,0.5664284985073218,0.6035086469971556,dyad_0585-cond1.txt
585,0.8066958022711673,0.8066958022711673,0.5092738915213717,0.525971237064527,dyad_0586-cond1.txt
586,0.7771354013106762,0.7771354013106762,0.2157333897136233,0.23806593764512035,dyad_0587-cond1.txt
587,0.8793932085188836,0.8793932085188836,0.4499780713732213,0.5118886763415559,dyad_0588-cond1.txt
588,0.8264006799279915,0.8264006799279915,0.4522483096362181,0.500511631531736,dyad_0589-cond1.txt
589,0.8447642910206561,0.8447642910206561,0.400839009316523,0.48814835846879207,dyad_0590-cond1.txt
590,0.8407766630678473,0.8407766630678473,0.5030867979332919,0.5516916990950457,dyad_0591-cond1.txt
591,0.836931257838969,0.836931257838969,0.3463350977558645,0.41404432231883775,dyad_0592-cond1.txt
592,0.8259972894467729,0.8259972894467729,0.46019901862663914,0.5453391499830567,dyad_0593-cond1.txt
593,0.8302985022227614,0.8302985022227614,0.5225903387004192,0.584999090671704,dyad_0594-cond1.txt
594,0.7984680053503496,0.7984680053503496,0.330086985092352,0.3699282559053048,dyad_0595-cond1.txt
595,0.866664312217233,0.866664312217233,0.43666115733499844,0.5088351972239393,dyad_0596-cond1.txt
596,0.8326014920470055,0.8326014920470055,0.3676917715203399,0.43058571169218574,dyad_0597-cond1.txt
597,0.81245724610748,0.81245724610748,0.5308226279192961,0.5684076597499863,dyad_0598-cond1.txt
598,0.8463933306951937,0.8463933306951937,0.49073882015587034,0.5870986774671225,dyad_0599-cond1.txt
599,0.750906701179472,0.750906701179472,0.35197167535316587,0.4029188628360414,dyad_0600-cond1.txt
600,0.8347614948155971,0.8347614948155971,0.45287409757282837,0.5505343333214051,dyad_0601-cond1.txt
601,0.8837648734879434,0.8837648734879434,0.5264655605361953,0.5763379844340355,dyad_0602-cond1.txt
602,0.8551144198164269,0.8551144198164269,0.4079036438475966,0.4281633558169231,dyad_0603-cond1.txt
603,0.8703304399792986,0.8703304399792986,0.45603387212850405,0.49699665265581583,dyad_0604-cond1.txt
604,0.7496566708084293,0.7496566708084293,0.179341565089908,0.2144662711290449,dyad_0605-cond1.txt
605,0.8573320301438678,0.8573320301438678,0.4091813136802198,0.4518920603324824,dyad_0606-cond1.txt
606,0.8654017878816562,0.8654017878816562,0.5091101682568827,0.5437794020049637,dyad_0607-cond1.txt
607,0.8403153854672183,0.8403153854672183,0.44068263721672785,0.47197197561208687,dyad_0608-cond1.txt
608,0.850527909531999,0.850527909531999,0.35543757487440814,0.45228604909905423,dyad_0609-cond1.txt
609,0.8000185165982527,0.8000185165982527,0.4251579970381922,0.47895297427392464,dyad_0610-cond1.txt
610,0.8484530747714664,0.8484530747714664,0.4430189004149603,0.5567350610453307,dyad_0611-cond1.txt
611,0.8505379306710937,0.8505379306710937,0.41075458257897485,0.4920163390623016,dyad_0612-cond1.txt
612,0.7740635291487504,0.7740635291487504,0.364941261429934,0.4477156363962736,dyad_0613-cond1.txt
613,0.8390743520039998,0.8390743520039998,0.48232796733694655,0.5195721431081916,dyad_0614-cond1.txt
614,0.8460374931607785,0.8460374931607785,0.4080573031932447,0.46892365906958455,dyad_0615-cond1.txt
615,0.7828878891944607,0.7828878891944607,0.37388243041123026,0.38541110609171914,dyad_0616-cond1.txt
616,0.7755192006930027,0.7755192006930027,0.2640878085646203,0.32024235512125976,dyad_0617-cond1.txt
617,0.8051311854068809,0.8051311854068809,0.2557063078329235,0.30418601319536637,dyad_0618-cond1.txt
618,0.7121500358784025,0.7121500358784025,0.3202617839024022,0.3744811609235808,dyad_0619-cond1.txt
619,0.7106424498022893,0.7106424498022893,0.3120843109264997,0.3698145954620741,dyad_0620-cond1.txt
620,0.7751181439877942,0.7751181439877942,0.3629403647644979,0.44034983269666783,dyad_0621-cond1.txt
621,0.796852593905425,0.796852593905425,0.48381757424159255,0.5291075766665538,dyad_0622-cond1.txt
622,0.7615459812587408,0.7615459812587408,0.2544508211107884,0.3131274938009866,dyad_0623-cond1.txt
623,0.7342346801763331,0.7342346801763331,0.26695318608884605,0.2838407149249988,dyad_0624-cond1.txt
624,0.8190708483249337,0.8190708483249337,0.43870604230102406,0.47953045873998773,dyad_0625-cond1.txt
625,0.841748849665919,0.841748849665919,0.36763271570869305,0.41052573255197783,dyad_0626-cond1.txt
626,0.812856773507686,0.812856773507686,0.25572608130797836,0.3013315872095679,dyad_0627-cond1.txt
627,0.7860193777293819,0.7860193777293819,0.2966652022480567,0.3410445870454358,dyad_0628-cond1.txt
628,0.8136067413568041,0.8136067413568041,0.36682153762910874,0.3902101785282509,dyad_0629-cond1.txt
629,0.7984962597101344,0.7984962597101344,0.5079102150979878,0.5200698068811273,dyad_0630-cond1.txt
630,0.7790836066995174,0.7790836066995174,0.3238494536366569,0.36736959031839017,dyad_0631-cond1.txt
631,0.8182072782755241,0.8182072782755241,0.21794778505729417,0.29411769502321083,dyad_0632-cond1.txt
632,0.8268196994155504,0.8268196994155504,0.32490807006900246,0.3363530016235681,dyad_0633-cond1.txt
633,0.8581503727212465,0.8581503727212465,0.5629722823655375,0.590020858876394,dyad_0634-cond1.txt
634,0.9002692477161274,0.9002692477161274,0.589196947128457,0.637685173805102,dyad_0635-cond1.txt
635,0.7385541487447974,0.7385541487447974,0.32328606029728374,0.38400948475157776,dyad_0636-cond1.txt
